z,y0,y1,influence_0,x
0.7322672480688519,0.27165159358160446,0.7268019284031492,0.4444444444444444,0.6991751595321096
0.5671890154508847,0.021689721394929414,0.808314743055011,0.5909090909090909,0.26301777713997465
0.30122389004999295,0.45127174690606153,0.9294951976715273,0.6470588235294118,0.2732313847868504
0.7805829254776716,-0.057277797812361475,0.3442657108606403,0.5833333333333334,0.9888059410585975
0.49787427787461835,-0.11233961641338605,0.2084369378433856,0.6923076923076923,0.0427633648137824
0.11891018660926722,-0.3549220590801193,0.050770808793835887,0.5294117647058824,0.2145082035341016
0.3885595227828702,-0.178934328939883,-0.05742386877551375,0.5,0.7960611132307478
0.39464279053934226,0.16643223884652203,0.2424381693271908,0.6470588235294118,0.1511616189850974
0.33752557823327645,-0.03861510190946951,0.23635528532009747,0.5714285714285714,0.6134018804900451
0.08255075564144188,-0.21143864551887065,0.04294323779523204,0.42857142857142855,0.3398934069949847
0.3651977553548077,-0.05082322719818406,0.08665436270179083,0.5,0.9330946650157533
0.40889139880912484,-0.026531328176468284,0.03072703433930868,0.5555555555555556,0.5101071748448213
0.9332646621265428,0.4874327516161834,0.7926346820948345,0.4117647058823529,0.3498188463132714
0.29199226556290403,-0.07323657589442212,0.3699519622038461,0.5238095238095238,0.4578467455165518
0.8386413781827583,0.23940453006921097,1.0993178756518076,0.6842105263157895,0.20063737373875867
0.9892180018756467,-0.10012794166808564,0.4931234660973014,0.8235294117647058,0.06294368230891956
0.41527419295796186,0.27716217960664075,0.5542080255847156,0.5,0.8663712572718344
0.6970894252349167,-0.14567671888038872,0.4848412737311889,0.5384615384615384,0.09805307590179424
0.9599293829313179,0.1640507936784596,0.4831977401668607,0.6153846153846154,0.22895694642133035
0.4389866078052975,0.38130275465664143,0.8575796296551239,0.5,0.9015456895886448
0.6864842019908659,-0.010851969013275613,0.5437129921303083,0.47619047619047616,0.3704689031810635
0.2971518533873144,-0.2983201082802239,0.07584613547324193,0.5217391304347826,0.583716686014517
0.9779220386600133,0.13445982681218863,0.7004541783266001,0.47058823529411764,0.504997366827148
0.6933216566083573,-0.27664146126761957,0.4890485599215961,0.5789473684210527,0.6941635229793583
0.03178680675370549,-0.14661522721283568,0.14156874466942737,0.3888888888888889,0.780552486824042
0.13107755389394526,0.3488012824751082,0.8384932673617661,0.5833333333333334,0.23983481495602754
0.2643038318383286,-0.16179724486355365,0.7055828260759873,0.5,0.9939509089713915
0.8869140235662516,-0.0823696986573432,0.4748612259647006,0.3333333333333333,0.7774287072139748
0.8583493883489951,0.11061859373616936,0.5843313538245761,0.5454545454545454,0.5472153295779116
0.6502476198289417,0.13604785717637097,0.10012137524306486,0.125,0.9905770628772036
0.817201462350941,0.43577296071378063,1.1343338405994157,0.6,0.9368376701190008
0.5484445253886466,0.051533242152290284,0.4949312423025952,0.55,0.7299986203717587
0.520981422017015,-0.1159034295656572,0.18378018191965095,0.5,0.6811348101434812
0.6029418546501936,0.3065437731126509,0.5531391736225747,0.36363636363636365,0.26071119479551286
0.17634564862286373,-0.2260752829297765,-0.08492540317508909,0.5294117647058824,0.6945869857716076
0.9696096701786959,0.194720318806274,0.6514888694873858,0.5384615384615384,0.4315102634271549
0.1670825549063364,-0.19006679260835624,0.25097249272166,0.5238095238095238,0.3626088505469184
0.46925749686134743,0.22172075943552355,0.770494515229057,0.5,0.6714211943350834
0.520436781358134,-0.06652002558858668,-0.19075816053110817,0.23529411764705882,0.7397456481650526
0.8004846533142359,0.025755492906320315,0.5350051365388507,0.6,0.6254021433066094
0.9847225709352139,0.06305925803350151,0.46305598811796955,0.5882352941176471,0.3828038940567692
0.7180068377995952,0.16262329239802542,0.421656445322723,0.42857142857142855,0.396013699575251
0.4259928577562626,0.14990326630362588,0.456696671050002,0.55,0.8689026861589634
0.06659858097879023,0.0528507525511471,0.04085957594513162,0.2631578947368421,0.6692346496227944
0.0781016080769481,-0.0915046625270608,0.045006086736102444,0.4,0.4422797415363021
0.017684819319607414,-0.31018183062143967,-0.08194212074846044,0.7272727272727273,0.8584775262291523
0.4384927004499022,0.10836489769243905,0.06879262239244444,0.65,0.390451597676598
0.16558046062588072,-0.13485326899933078,0.09490418525238566,0.36,0.6101174217878063
0.20300539841843457,-0.13413441567975376,0.14855927292409837,0.6,0.42533889931153124
0.005425214678843604,-0.36936620651602337,0.39164781540055776,0.5,0.16496278596370306
0.836381784822929,0.22369439180364117,0.3361255656399609,0.5625,0.3235644111241729
0.607860386050819,-0.16559475406025304,0.15995936779361003,0.4117647058823529,0.46804484014391634
0.4907442610369539,-0.07864733640331864,0.07943087631130125,0.4166666666666667,0.7553074819192924
0.33302583358261806,-0.19330949950749476,-0.038617237696436546,0.5789473684210527,0.7259055036928724
0.7283593320112866,0.16047962753480952,0.38704110738791997,0.6923076923076923,0.4964735212221755
0.03373802981403817,-0.3441069654100083,-0.1349722963385106,0.6153846153846154,0.3731388293651755
0.27920709212248407,0.44189628259837715,0.7376318756012928,0.5789473684210527,0.8307905741385898
0.1908804429153047,-0.22695590322310005,-0.06580799736585749,0.5652173913043478,0.08089886203331353
0.0943050581156234,0.013847646433889998,0.18789366869150567,0.5789473684210527,0.3145793776624721
0.3598185742089468,-0.013886652001935652,0.49547337155258553,0.6111111111111112,0.0725902467246976
0.25519482254843784,-0.23453795677785833,0.06709553956773268,0.5238095238095238,0.548476232380479
0.03714533081900473,-0.21801145595049118,0.21230914606148998,0.5,0.5679751558580307
0.2058674863916249,-0.5379301926821167,0.1558000764109887,0.5714285714285714,0.9180270976434537
0.35608850616315557,0.031783508281941764,0.5155135856132351,0.38461538461538464,0.6162921464054889
0.4887944535611978,0.07286322414320107,0.040741086634124346,0.5833333333333334,0.23358107308217702
0.37132357164449425,0.2311210031812936,0.7132532332402645,0.47058823529411764,0.22073618985790477
0.6626677501374882,-0.10167592808468591,0.19041472797632675,0.42857142857142855,0.972771435406756
0.4516586988171073,0.06083034404165658,0.3619935245202743,0.55,0.10167787200467715
0.43550840754043296,-0.014803715943239263,0.20295048880026556,0.5714285714285714,0.2690821598680605
0.2976113865441641,-0.056088778159414786,0.04734209845119369,0.3684210526315789,0.5524608395183448
0.32790395719988497,0.3702476791495545,0.7823768825162725,0.5454545454545454,0.15060210915009675
0.3700100562944273,-0.23235524468447016,0.3284926145679705,0.631578947368421,0.3848015289736254
0.36824634203211837,0.08818505087873206,0.359734916709538,0.4166666666666667,0.1796083086907877
0.31972254626518803,-0.09478766848814285,0.400444910416937,0.631578947368421,0.43081262848929847
0.01023352181505266,0.09098159571397818,0.2327263241558994,0.8181818181818182,0.07443633417959661
0.6905707608996764,0.21780043908197344,0.9513218063501689,0.5,0.37574405207906447
0.1727782800111407,0.4355874950020268,0.3322196639043917,0.375,0.6914703545183682
0.573009764323957,-0.08204285531273658,0.49721793931508884,0.4090909090909091,0.7568433419411017
0.7306328034364385,0.17852191507999848,0.7078472663577074,0.9090909090909091,0.9097359243832737
0.14895601789565283,0.2653942418140285,0.43257054505643516,0.25,0.08582452199506507
0.8026124917790208,0.1911933868054495,0.3684325645194467,0.6190476190476191,0.42604129081072617
0.18742169196662206,0.1863132130642493,0.6510009546736477,0.48148148148148145,0.16296828013020126
0.7310643969201919,0.03042148569835189,0.47142080756325416,0.45454545454545453,0.024307963183221593
0.7200495729693781,-0.030107368095694503,0.6463604459285355,0.6,0.4178374254022106
0.5454289917442873,0.15164758722032076,0.4239495570697723,0.5416666666666666,0.4808118267949216
0.40048703805979735,0.01969169491484889,-0.07119343230723452,0.42105263157894735,0.5456074248005083
0.6739765341348629,0.23248105281852172,0.673836942839702,0.5,0.10535932872024034
0.9922813514880233,-0.006324207048847924,0.6381104964175135,0.7692307692307693,0.03730877024504464
0.2880724696864979,0.2638569633946096,0.8595342612134416,0.7058823529411765,0.10027629812598515
0.14751038745261136,0.17446554308889278,0.15918734436644355,0.7142857142857143,0.12134276073701833
0.2896339387832947,-0.2834246845412598,0.5126212383190691,0.47058823529411764,0.16674748912451143
0.2714394582665707,-0.18358928987813367,0.2129271217827498,0.5,0.6722376494283235
0.6642767575679067,0.061186172485481194,0.3201720702110571,0.4375,0.1737821036325754
0.8883106725015436,-0.012783059168002181,0.694975602218521,0.5714285714285714,0.3143022216682517
0.9577353038269604,0.037782746237403964,0.5365735099212416,0.35,0.6389101786107506
0.327160350366832,0.0846527996971232,0.3665514860023182,0.4090909090909091,0.788308737294255
0.9403917052688442,0.008442822593925078,0.5782649023844246,0.5384615384615384,0.22575706992045852
0.10090135941410894,-0.5098830885986468,-0.10253918773086854,0.3684210526315789,0.46633526416777504
0.6357292533673928,0.007432986996674405,0.14453233647166466,0.35294117647058826,0.5841616215209278
0.4034250091875551,-0.06462837860443292,0.5282712576817277,0.56,0.9460107887674811
