z,y0,y1,influence_0,x
0.7322672480688519,0.27165159358160446,0.7104620591221035,0.4117647058823529,0.6991751595321096
0.5671890154508847,0.021689721394929414,0.7941101976004655,0.5625,0.26301777713997465
0.30122389004999295,0.45127174690606153,0.9059657859068215,0.6,0.2732313847868504
0.7805829254776716,-0.057277797812361475,0.3442657108606403,0.5833333333333334,0.9888059410585975
0.49787427787461835,-0.11233961641338605,0.18046490987135763,0.6363636363636364,0.0427633648137824
0.11891018660926722,-0.3549220590801193,-0.047268406892438636,0.3333333333333333,0.2145082035341016
0.3885595227828702,-0.178934328939883,-0.05742386877551375,0.5,0.7960611132307478
0.39464279053934226,0.16643223884652203,0.2424381693271908,0.6470588235294118,0.1511616189850974
0.33752557823327645,-0.03861510190946951,0.20064099960581178,0.5,0.6134018804900451
0.08255075564144188,-0.21143864551887065,-0.015092476490482232,0.3125,0.3398934069949847
0.3651977553548077,-0.05082322719818406,0.12236864841607653,0.5714285714285714,0.9330946650157533
0.40889139880912484,-0.026531328176468284,0.002949256561530833,0.5,0.5101071748448213
0.9332646621265428,0.4874327516161834,0.936752329153658,0.7,0.3498188463132714
0.29199226556290403,-0.07323657589442212,0.29225772661487365,0.3684210526315789,0.4578467455165518
0.8386413781827583,0.23940453006921097,1.163462612493913,0.8125,0.20063737373875867
0.9892180018756467,-0.10012794166808564,0.39385876021494837,0.625,0.06294368230891956
0.41527419295796186,0.27716217960664075,0.5542080255847156,0.5,0.8663712572718344
0.6970894252349167,-0.14567671888038872,0.46561050450041963,0.5,0.09805307590179424
0.9599293829313179,0.1640507936784596,0.5255054324745531,0.7,0.22895694642133035
0.4389866078052975,0.38130275465664143,0.8575796296551239,0.5,0.9015456895886448
0.6864842019908659,-0.010851969013275613,0.5703236363880114,0.5294117647058824,0.3704689031810635
0.2971518533873144,-0.2983201082802239,0.07813446499269272,0.5263157894736842,0.583716686014517
0.9779220386600133,0.13445982681218863,0.7151600606795413,0.5,0.504997366827148
0.6933216566083573,-0.27664146126761957,0.46428075806401103,0.5294117647058824,0.6941635229793583
0.03178680675370549,-0.14661522721283568,0.15300665316615936,0.4117647058823529,0.780552486824042
0.13107755389394526,0.3488012824751082,0.7801599340284328,0.4666666666666667,0.23983481495602754
0.2643038318383286,-0.16179724486355365,0.7333606038537651,0.5555555555555556,0.9939509089713915
0.8869140235662516,-0.0823696986573432,0.558194559298034,0.5,0.7774287072139748
0.8583493883489951,0.11061859373616936,0.6116040810973034,0.6,0.5472153295779116
0.6502476198289417,0.13604785717637097,0.26839060601229564,0.46153846153846156,0.9905770628772036
0.817201462350941,0.43577296071378063,1.155762412027987,0.6428571428571429,0.9368376701190008
0.5484445253886466,0.051533242152290284,0.5011812423025952,0.5625,0.7299986203717587
0.520981422017015,-0.1159034295656572,0.22789782897847455,0.5882352941176471,0.6811348101434812
0.6029418546501936,0.3065437731126509,0.5818473075938666,0.42105263157894735,0.26071119479551286
0.17634564862286373,-0.2260752829297765,-0.09963128552803027,0.5,0.6945869857716076
0.9696096701786959,0.194720318806274,0.6322581002566167,0.5,0.4315102634271549
0.1670825549063364,-0.19006679260835624,0.20781773081689808,0.4375,0.3626088505469184
0.46925749686134743,0.22172075943552355,0.801744515229057,0.5625,0.6714211943350834
0.520436781358134,-0.06652002558858668,-0.20126236221178043,0.21428571428571427,0.7397456481650526
0.8004846533142359,0.025755492906320315,0.5531869547206689,0.6363636363636364,0.6254021433066094
0.9847225709352139,0.06305925803350151,0.5578272299480348,0.7777777777777778,0.3828038940567692
0.7180068377995952,0.16262329239802542,0.4573707310370088,0.5,0.396013699575251
0.4259928577562626,0.14990326630362588,0.4039188932722242,0.4444444444444444,0.8689026861589634
0.06659858097879023,0.0528507525511471,0.04261396191004391,0.26666666666666666,0.6692346496227944
0.0781016080769481,-0.0915046625270608,0.002900823578207673,0.3157894736842105,0.4422797415363021
0.017684819319607414,-0.31018183062143967,-0.16780070660704627,0.5555555555555556,0.8584775262291523
0.4384927004499022,0.10836489769243905,0.08754262239244448,0.6875,0.390451597676598
0.16558046062588072,-0.13485326899933078,0.06707809829586393,0.30434782608695654,0.6101174217878063
0.20300539841843457,-0.13413441567975376,0.14855927292409837,0.6,0.42533889931153124
0.005425214678843604,-0.36936620651602337,0.3769419330476166,0.47058823529411764,0.16496278596370306
0.836381784822929,0.22369439180364117,0.3625678733322686,0.6153846153846154,0.3235644111241729
0.607860386050819,-0.16559475406025304,0.20407701485243357,0.5,0.46804484014391634
0.4907442610369539,-0.07864733640331864,0.14887532075574567,0.5555555555555556,0.7553074819192924
0.33302583358261806,-0.19330949950749476,-0.08999568381172479,0.47619047619047616,0.7259055036928724
0.7283593320112866,0.16047962753480952,0.3908872612340738,0.7,0.4964735212221755
0.03373802981403817,-0.3441069654100083,-0.2551646040308183,0.375,0.3731388293651755
0.27920709212248407,0.44189628259837715,0.7148248580574331,0.5333333333333333,0.8307905741385898
0.1908804429153047,-0.22695590322310005,-0.12114396574530409,0.45454545454545453,0.08089886203331353
0.0943050581156234,0.013847646433889998,0.18413427019526504,0.5714285714285714,0.3145793776624721
0.3598185742089468,-0.013886652001935652,0.40866781599702995,0.4375,0.0725902467246976
0.25519482254843784,-0.23453795677785833,0.08296855544074855,0.5555555555555556,0.548476232380479
0.03714533081900473,-0.21801145595049118,0.27480914606149,0.625,0.5679751558580307
0.2058674863916249,-0.5379301926821167,0.120085790696703,0.5,0.9180270976434537
0.35608850616315557,0.031783508281941764,0.5504786205782701,0.45454545454545453,0.6162921464054889
0.4887944535611978,0.07286322414320107,0.06725623814927584,0.6363636363636364,0.23358107308217702
0.37132357164449425,0.2311210031812936,0.6884854313826794,0.42105263157894735,0.22073618985790477
0.6626677501374882,-0.10167592808468591,0.24279568035727916,0.5333333333333333,0.972771435406756
0.4516586988171073,0.06083034404165658,0.40278299820448477,0.631578947368421,0.10167787200467715
0.43550840754043296,-0.014803715943239263,0.19223620308597988,0.55,0.2690821598680605
0.2976113865441641,-0.056088778159414786,0.005988714992547106,0.2857142857142857,0.5524608395183448
0.32790395719988497,0.3702476791495545,0.7743554921419409,0.5294117647058824,0.15060210915009675
0.3700100562944273,-0.23235524468447016,0.31270314088376,0.6,0.3848015289736254
0.36824634203211837,0.08818505087873206,0.33321976519438645,0.36363636363636365,0.1796083086907877
0.31972254626518803,-0.09478766848814285,0.41798877006605983,0.6666666666666666,0.43081262848929847
0.01023352181505266,0.09098159571397818,0.21252430395387917,0.7777777777777778,0.07443633417959661
0.6905707608996764,0.21780043908197344,1.001321806350169,0.6,0.37574405207906447
0.1727782800111407,0.4355874950020268,0.31138633057105836,0.3333333333333333,0.6914703545183682
0.573009764323957,-0.08204285531273658,0.5031988005591079,0.42105263157894735,0.7568433419411017
0.7306328034364385,0.17852191507999848,0.753301811812253,1.0,0.9097359243832737
0.14895601789565283,0.2653942418140285,0.461416698902589,0.3076923076923077,0.08582452199506507
0.8026124917790208,0.1911933868054495,0.3714087549956372,0.625,0.42604129081072617
0.18742169196662206,0.1863132130642493,0.660260213932907,0.5,0.16296828013020126
0.7310643969201919,0.03042148569835189,0.46637030251274914,0.4444444444444444,0.024307963183221593
0.7200495729693781,-0.030107368095694503,0.7213604459285355,0.75,0.4178374254022106
0.5454289917442873,0.15164758722032076,0.4031162237364389,0.5,0.4808118267949216
0.40048703805979735,0.01969169491484889,-0.031719748096708245,0.5,0.5456074248005083
0.6739765341348629,0.23248105281852172,0.7571702761730352,0.6666666666666666,0.10535932872024034
0.9922813514880233,-0.006324207048847924,0.6034951118021288,0.7,0.03730877024504464
0.2880724696864979,0.2638569633946096,0.8065930847428533,0.6,0.10027629812598515
0.14751038745261136,0.17446554308889278,0.10973679491589416,0.6153846153846154,0.12134276073701833
0.2896339387832947,-0.2834246845412598,0.4311732745181642,0.3076923076923077,0.16674748912451143
0.2714394582665707,-0.18358928987813367,0.2129271217827498,0.5,0.6722376494283235
0.6642767575679067,0.061186172485481194,0.3321913009802879,0.46153846153846156,0.1737821036325754
0.8883106725015436,-0.012783059168002181,0.6819885892315078,0.5454545454545454,0.3143022216682517
0.9577353038269604,0.037782746237403964,0.6472877956355273,0.5714285714285714,0.6389101786107506
0.327160350366832,0.0846527996971232,0.39117269812353034,0.4583333333333333,0.788308737294255
0.9403917052688442,0.008442822593925078,0.5233198474393697,0.42857142857142855,0.22575706992045852
0.10090135941410894,-0.5098830885986468,-0.18674971404665797,0.2,0.46633526416777504
0.6357292533673928,0.007432986996674405,0.1603694405440628,0.38461538461538464,0.5841616215209278
0.4034250091875551,-0.06462837860443292,0.5367327961432662,0.5769230769230769,0.9460107887674811
